Petition,URL,State,Signatures Count
Grants/Funding for Small to Medium Manufacturing Business,https://petition.parliament.uk/petitions/314300,rejected,21
Amend the ruling to include all hard working citizens no matter their start date,https://petition.parliament.uk/petitions/314301,rejected,12
Make Hoseasons Refund Customers Who Have Had Holidays Cancelled Due To COVID 19,https://petition.parliament.uk/petitions/314303,rejected,9
Full lock down (Martial law),https://petition.parliament.uk/petitions/314304,rejected,21
"Medals of Honour for NHS and Key Working Staff, on the front line.",https://petition.parliament.uk/petitions/314305,rejected,8
Make Home Bonfires Illegal during Coronavirus outbreak.,https://petition.parliament.uk/petitions/314307,rejected,17
Cancel 5G network!,https://petition.parliament.uk/petitions/314308,rejected,21
Postpone All Bank Holidays Until After Lockdown is Officially Over,https://petition.parliament.uk/petitions/314309,rejected,10
Apply an enforced lockdown during the CVID19 virus pandemic,https://petition.parliament.uk/petitions/314310,rejected,8
Help small companies owners and self-employed to pay their rents.,https://petition.parliament.uk/petitions/314320,rejected,7
Fine all people not abiding the self isolation measures.,https://petition.parliament.uk/petitions/314322,rejected,6
Open Golf courses as conditions begin to allow for removal of any restrictions.,https://petition.parliament.uk/petitions/314324,rejected,7
"Protect our zoos, wildlife parks and aquariums during the corona virus pandemix",https://petition.parliament.uk/petitions/314327,rejected,17
Pay raise for THE NHS STAFF the true hero’s,https://petition.parliament.uk/petitions/314331,rejected,7
Clear student debts for all newly qualified & final year medical students.,https://petition.parliament.uk/petitions/314334,open,14
Close all shops over Easter,https://petition.parliament.uk/petitions/314335,rejected,6
Pay the true heroes what they're worth.,https://petition.parliament.uk/petitions/314339,rejected,8
"Start giving nurses, doctors & all NHS staff the pay & respect they deserve!",https://petition.parliament.uk/petitions/314340,rejected,21
"Reserve a day, once a year, to celebrate NHS workers",https://petition.parliament.uk/petitions/314346,rejected,7
Honour the NHS with the George Cross for courage and service,https://petition.parliament.uk/petitions/314350,rejected,20
Award the George Cross to the NHS for its valiant work fighting Covid-19.,https://petition.parliament.uk/petitions/314351,rejected,9
Create National Bank Holiday dedicated to all Key Workers for their service,https://petition.parliament.uk/petitions/314356,rejected,12
Lower GCSE grade boundaries to a 3 to be able to pass,https://petition.parliament.uk/petitions/314359,rejected,9
New starter furlough: Support workers who started their job from 28th Feb 2020,https://petition.parliament.uk/petitions/314360,rejected,21
"Build a ""Remembrance Wall"" to all 'NHS and other staff' who have died of Covid19",https://petition.parliament.uk/petitions/314362,rejected,8
Introduce mandatory Identity Cards,https://petition.parliament.uk/petitions/314373,open,631
Scrap tuition fees for student nurses.,https://petition.parliament.uk/petitions/314375,rejected,10
STOP Sunday Trading.,https://petition.parliament.uk/petitions/314377,rejected,12
Make sure every eligible NHS worker is Honoured in the Queens new year list.,https://petition.parliament.uk/petitions/314378,rejected,6
Government to create crisis loan scheme for individuals,https://petition.parliament.uk/petitions/314381,open,28
Stop affluent football clubs using the governments furlough scheme.,https://petition.parliament.uk/petitions/314384,rejected,16
No UK taxpayer bailouts for tax avoiding  companies.,https://petition.parliament.uk/petitions/314385,rejected,12
Stop companies from sacking employees to avoid furlough,https://petition.parliament.uk/petitions/314386,rejected,21
Rent and bills frozen period while Coronavirus pandemic.,https://petition.parliament.uk/petitions/314388,rejected,21
Cancel 2021 A level Exams,https://petition.parliament.uk/petitions/314392,rejected,21
Raise the minimum wage for Domiciliary Care Workers to £12 per hour immediately,https://petition.parliament.uk/petitions/314394,open,193
Increase rights to protect property such as racing pigeons from wild birds,https://petition.parliament.uk/petitions/314395,open,1861
Hold off GMC retention fees for doctors working for the NHS this year,https://petition.parliament.uk/petitions/314396,rejected,21
Hold a national thank you day to all NHS Staff  once the virus crisis is over,https://petition.parliament.uk/petitions/314398,rejected,6
Seek an extension to Brexit transition period,https://petition.parliament.uk/petitions/314399,rejected,6
Tougher penalties for not following the Covid 19 rules,https://petition.parliament.uk/petitions/314400,open,15
Cancel HS2 project,https://petition.parliament.uk/petitions/314401,rejected,6
Reintroduce the Milk Marketing Board,https://petition.parliament.uk/petitions/314402,open,424
Award the NHS the George Cross,https://petition.parliament.uk/petitions/314403,rejected,8
Stop landlords charging students rent for empty properties due to Covid 19,https://petition.parliament.uk/petitions/314405,rejected,8
Theory test certificate to be extended if about to run out because of cornavirus,https://petition.parliament.uk/petitions/314410,rejected,8
Give Royal assent to the national health service.,https://petition.parliament.uk/petitions/314412,rejected,12
Extend thoery  test certificate that are due to run out because of covid-19,https://petition.parliament.uk/petitions/314413,rejected,21
The NHS staff who fell while battling the Coronavirus deserve a memorial.,https://petition.parliament.uk/petitions/314414,rejected,10
Fund a vaccination programme for wild rabbits against Myxomatosis,https://petition.parliament.uk/petitions/314416,open,17
Robin Swan health minister must provide the necessary ECMO machine.,https://petition.parliament.uk/petitions/314417,rejected,15
Make it illegal to publish personal details from an inquest without consent,https://petition.parliament.uk/petitions/314418,open,635
Give UAL students special consideration during coronavirus pandemic,https://petition.parliament.uk/petitions/314420,rejected,21
The Govt to immediately end COVID 19 Lock Down except for people at higher risk.,https://petition.parliament.uk/petitions/314421,rejected,7
Insurance companies to pay out on Business Interruption Cover due to COVID-19,https://petition.parliament.uk/petitions/314423,rejected,21
Stop HMRC taking PAYE national insurance for key workers during Coronavirus time,https://petition.parliament.uk/petitions/314426,rejected,7
Make confiscation of property by parents or guardians illegal (within reason),https://petition.parliament.uk/petitions/314428,open,13
Ensure that early years providers receive pay out from their insurance.,https://petition.parliament.uk/petitions/314429,rejected,15
Recall Parliament NOW to scrutinise the Government’s Coronavirus strategy.,https://petition.parliament.uk/petitions/314431,rejected,8
Award the GEORGE CROSS medal to the NHS in recognition of the Covid-19 response.,https://petition.parliament.uk/petitions/314435,rejected,6
GIVE ALL PRISONERS ACCESS TO VIDEO CALLING DURING COVID-19,https://petition.parliament.uk/petitions/314438,rejected,8
Increase school starting age by 1 year to bridge the gap created by COVID19,https://petition.parliament.uk/petitions/314442,rejected,21
Make Subtitling Programs a Legal Requirement When Broadcasting or Streaming,https://petition.parliament.uk/petitions/314443,open,11
Government to establish an authoritative independent fact-checking organisation,https://petition.parliament.uk/petitions/314445,open,13
A permanent monument to the NHS on the 4th plinth in Trafalgar Square.,https://petition.parliament.uk/petitions/314446,rejected,9
Issue an official NHS medal for all NHS staff & essential workers.,https://petition.parliament.uk/petitions/314448,rejected,7
Full lockdown as people are not listening to the rules,https://petition.parliament.uk/petitions/314449,rejected,14
"Issue a ""no-detriment policy"" across all universities for assessments",https://petition.parliament.uk/petitions/314450,rejected,21
Pay the full salary of NHS workers dying from COVID-19 to their children.,https://petition.parliament.uk/petitions/314451,rejected,21
Require Landlords to reduce/waive Third Term rent payment for Students,https://petition.parliament.uk/petitions/314452,rejected,21
"Increase NHS workers wages, after the Coronavirus Pandemic.",https://petition.parliament.uk/petitions/314453,rejected,12
"Medal for key workers, NHS staff & volunteers who worked during shutdown.",https://petition.parliament.uk/petitions/314454,rejected,21
Remove the distinction between PAYE and Self-Employed for COVID19 Income Support,https://petition.parliament.uk/petitions/314455,rejected,7
"Close 'non-essential' stores on Sunday, to improve our quality of life.",https://petition.parliament.uk/petitions/314458,rejected,10
Give key workers a pay rise. Give them bonus pay during covid-19.,https://petition.parliament.uk/petitions/314459,rejected,11
Encourage the wearing of masks by the public to reduce coronavirus transmission,https://petition.parliament.uk/petitions/314462,rejected,10
"Raise tax for all earners over £150,000 a year",https://petition.parliament.uk/petitions/314464,rejected,8
TEMP Ban ALL fees for all visa application due to covid19 for ILR spouse visa et,https://petition.parliament.uk/petitions/314466,rejected,11
Make Funerals for victims of COVID-19 Free,https://petition.parliament.uk/petitions/314469,rejected,11
Provide more information and measures for students in response to Coronavirus.,https://petition.parliament.uk/petitions/314470,rejected,7
Allow garden centres to reopen to save jobs and valuable plants.,https://petition.parliament.uk/petitions/314473,rejected,7
Allow golf courses to open as a daily form of exercise during covid 19 lockdown.,https://petition.parliament.uk/petitions/314475,rejected,13
Ban all garden/allotment fires during COVID-19 lock down,https://petition.parliament.uk/petitions/314476,rejected,7
Stop Furlough help for anyone not following NHS Covid 19 guidelines,https://petition.parliament.uk/petitions/314477,rejected,6
CBILS enhancements: Increasing SME access to critical funding,https://petition.parliament.uk/petitions/314480,rejected,21
"Netflix to increase the number of episodes before ""are you still watching""",https://petition.parliament.uk/petitions/314481,rejected,8
Award the Elizabeth Cross to families of NHS staff that died of corona virus.,https://petition.parliament.uk/petitions/314482,rejected,21
Free British Citizenship applications for foreign NHS staffs and their families,https://petition.parliament.uk/petitions/314483,open,78
Organise a National Holiday the day After this pandemic.All Steeets celebrate,https://petition.parliament.uk/petitions/314485,rejected,7
"Relax the entry requirements for Nurse training, consider professional merit.",https://petition.parliament.uk/petitions/314486,rejected,9
Enable the Government to access Bank of England GRANTS to fund Public Services!,https://petition.parliament.uk/petitions/314487,open,17
Repeal Section 9 of the Northern Ireland (Executive Formation etc) Act 2019.,https://petition.parliament.uk/petitions/314488,open,83
Award the George Cross to NHS staff who die helping patients in covid19 crisis,https://petition.parliament.uk/petitions/314489,rejected,11
Ban Bonfires,https://petition.parliament.uk/petitions/314492,rejected,6
Free transport for post 16 to any further education establishment,https://petition.parliament.uk/petitions/314495,open,45
Stop NHS hospitals charging NHS staff to park in NHS staff car parks,https://petition.parliament.uk/petitions/314498,rejected,21
Pay a cash bonus to all health care workers.,https://petition.parliament.uk/petitions/314500,rejected,9
Allow Professional Coach Drivers with Cat D entitlement to operate Class 2 HGV.,https://petition.parliament.uk/petitions/314502,rejected,13
Support for businesses that are primarily home based and don’t pay rates.,https://petition.parliament.uk/petitions/314503,rejected,15
Honour NHS employees with a Queen’s New Year Honours who have died from Covid,https://petition.parliament.uk/petitions/314504,rejected,8
Ensure student accommodation fees from the start of COVID-19 crisis are refunded,https://petition.parliament.uk/petitions/314507,rejected,21
To ban supermarkets from selling goods packaged in single use plastic,https://petition.parliament.uk/petitions/314510,rejected,8
Move the NHS and BBC out of political control and into independent bodies,https://petition.parliament.uk/petitions/314511,rejected,9
Ban garden bonfires during Coronavirus lockdown.,https://petition.parliament.uk/petitions/314512,rejected,6
MP's and Councellors to take a 20% reduction in their Salaries and expenses,https://petition.parliament.uk/petitions/314514,rejected,7
Increase the existing SMP & SPP support,https://petition.parliament.uk/petitions/314516,open,443
The NHS should be awarded The George Cross for its battle with Coronavirus 19,https://petition.parliament.uk/petitions/314518,rejected,6
Commit to a public review of  HS2 project and suspend all on-going work now,https://petition.parliament.uk/petitions/314520,open,1229
Require companies to repay furlough payments if profitable in 2020/21,https://petition.parliament.uk/petitions/314522,open,8
Increase the pay for community pharmacy staff who are at high risk,https://petition.parliament.uk/petitions/314523,rejected,9
Allow NHS Corona virus workers to not pay tax and NI on overtime,https://petition.parliament.uk/petitions/314524,rejected,6
Fund free childcare for key workers,https://petition.parliament.uk/petitions/314525,open,11
NHS who die from Coronovis should celebrated by a Royal Mail postage stamp,https://petition.parliament.uk/petitions/314526,rejected,6
Grant British citizenship to all people in the UK during the Pandemic.,https://petition.parliament.uk/petitions/314527,open,28112
Ensure a national memorial for all those killed by COVID-19 is created.,https://petition.parliament.uk/petitions/314531,rejected,6
Fund more help and refuge beds for men suffering from domestic abuse,https://petition.parliament.uk/petitions/314533,open,21
Change the guidance on the use of PPE in Primary care settings for covid 19!,https://petition.parliament.uk/petitions/314535,rejected,7
The government should introduce the amnesty scheme to help the immigrants,https://petition.parliament.uk/petitions/314540,rejected,7
Award all NHS staff a bonus for risking their lives during the Covid-19 pandemic,https://petition.parliament.uk/petitions/314542,rejected,21
Covid 19 breaking social distancing rule. £1000 on the spot fine.,https://petition.parliament.uk/petitions/314544,rejected,10
"Cancel student debts for doctors, nurses and front line health and care workers.",https://petition.parliament.uk/petitions/314545,rejected,21
Provide assistance to vulnerable self-employed taxpayers during the pandemic,https://petition.parliament.uk/petitions/314546,open,7
Review front line NHS staff salary and give a 5%-10% increase.,https://petition.parliament.uk/petitions/314547,rejected,6
Encourage people to exercise safely outdoors during the covid-19 crisis.,https://petition.parliament.uk/petitions/314549,rejected,11
Provide vending machines with free face masks at public transport hubs,https://petition.parliament.uk/petitions/314552,rejected,7
Pay a bonus to frontline NHS staff after the COVID-19 outbreak,https://petition.parliament.uk/petitions/314554,rejected,7
Award all NHS staff an official campaign medal for working through Covid 19,https://petition.parliament.uk/petitions/314558,rejected,8
Give MORE support to Domestic Abuse Victims during COVID-19. SAVE LIVES TODAY!,https://petition.parliament.uk/petitions/314559,rejected,11
Call the government to look after our front line NHS & Key Workers Post Covid 19,https://petition.parliament.uk/petitions/314561,rejected,6
"Private Schools must:
*Stop charging fees 
*Refund any advance collected fees",https://petition.parliament.uk/petitions/314571,rejected,21
Implement a proper lockdown in all UK to stop the spread of the virus,https://petition.parliament.uk/petitions/314579,rejected,21
Make provision of PPE to all healthcare workers mandatory in law.,https://petition.parliament.uk/petitions/314581,rejected,6
Set up government of National Unity during Corona Virus Pandemic,https://petition.parliament.uk/petitions/314582,rejected,14
Job retention scheme should also be for those who were on payroll after 28th Feb,https://petition.parliament.uk/petitions/314587,rejected,17
"Commission & fund a National Pandemic Memorial, Institute & annual commemoration",https://petition.parliament.uk/petitions/314589,open,259
All NHS key workers (Doctors / Nurses) to receive a MBE who have braved COVID-19,https://petition.parliament.uk/petitions/314591,rejected,12
Stop the rollout of 5g. Until its proved beyond reasonable doubt its safe.,https://petition.parliament.uk/petitions/314593,rejected,21
Award the National Health Service the George Cross.,https://petition.parliament.uk/petitions/314594,rejected,8
Forgive NHS medical staff student loans or give large bonuses after COVID-19.,https://petition.parliament.uk/petitions/314596,rejected,8
Introduce a new Public Holiday which celebrates the work of our Carers (e.g.NHS),https://petition.parliament.uk/petitions/314602,rejected,11
The Front line to honoured by Queen and Country in the fight against COVID-19,https://petition.parliament.uk/petitions/314603,rejected,21
Pay frontline staff hazard pay subsidy in the event of a national emergency!,https://petition.parliament.uk/petitions/314606,rejected,21
Fund national and local memorials to those who sacrificed their lives for us.,https://petition.parliament.uk/petitions/314609,rejected,14
Re-open Golf Courses,https://petition.parliament.uk/petitions/314610,rejected,6
Let there be a new bank holiday called NHS day.,https://petition.parliament.uk/petitions/314611,rejected,6
Ask credit agencies not to register missed/late payments during Covid19 outbreak,https://petition.parliament.uk/petitions/314614,rejected,6
Monarchy and Church contribution to fight COVID 19,https://petition.parliament.uk/petitions/314616,rejected,7
There should be a consistent standard for the grading of all degrees in 2020.,https://petition.parliament.uk/petitions/314617,rejected,11
Car insurance companies should refund policyholders due to lock down.,https://petition.parliament.uk/petitions/314621,rejected,16
Encourage credit agencies to show consideration to negative transactions,https://petition.parliament.uk/petitions/314622,open,28
For all carers to be paid at least £10 per hour across all homes private and NHS,https://petition.parliament.uk/petitions/314623,rejected,8
Change the DVSA validity period of Theory Tests during COVID-19,https://petition.parliament.uk/petitions/314624,rejected,6
Make it mandatory to wear a face mask in public spaces.,https://petition.parliament.uk/petitions/314627,rejected,6
The Government consider the group award of the George Cross to the NHS.,https://petition.parliament.uk/petitions/314628,rejected,21
Give Chris Whitty a Knighthood,https://petition.parliament.uk/petitions/314630,rejected,8
Let people leave the house for recreational purposes and hang out with friends.,https://petition.parliament.uk/petitions/314631,rejected,7
Provide FREE core subject workbooks for children during school closure,https://petition.parliament.uk/petitions/314634,rejected,11
"Increase the starting salary of nurses to £30k & cancel their student loans, now",https://petition.parliament.uk/petitions/314636,rejected,21
Install contactless card readers at hospitals so people can donate to the NHS.,https://petition.parliament.uk/petitions/314637,rejected,21
Increase Personal Protective Equipment standards for those on the front line.,https://petition.parliament.uk/petitions/314638,rejected,15
Cancel health care workers student debt,https://petition.parliament.uk/petitions/314639,rejected,12
Coronavirus job retention scheme extended to the 31st March 2020,https://petition.parliament.uk/petitions/314643,rejected,18
Enforce the mandatory use of facemasks during the period of the covid19 crisis.,https://petition.parliament.uk/petitions/314644,rejected,6
Ban all back garden fires during the pandemic.,https://petition.parliament.uk/petitions/314646,rejected,6
Banks failing to support the government Covid Business Interruption Loan Scheme,https://petition.parliament.uk/petitions/314652,rejected,21
Ltd Personal Service Companies to receive same COVID19 support as self employed,https://petition.parliament.uk/petitions/314653,rejected,21
Award all grades to students due to take GCSE exams this summer in the same way.,https://petition.parliament.uk/petitions/314654,rejected,21
Declare a new Bank Holiday to commemorate the fight against Coronavirus,https://petition.parliament.uk/petitions/314657,rejected,9
GCSE and A level exams to be cancelled for the year 12s and year 10s this year.,https://petition.parliament.uk/petitions/314658,rejected,6
Animal testing should be made illegal in the United Kingdom,https://petition.parliament.uk/petitions/314663,open,17
Nursery to stop charging for children that ain’t allowed to attend !!!!,https://petition.parliament.uk/petitions/314664,rejected,10
Pay off outstanding student loans of all NHS doctors & nurses recently recruited,https://petition.parliament.uk/petitions/314665,rejected,9
"Stop Sky, Amazon Prime exploiting Covid-19 crisis by fivefold film rent increase",https://petition.parliament.uk/petitions/314666,rejected,21
Support overseas student's apartment refund,https://petition.parliament.uk/petitions/314668,rejected,9
Allow a 'buddy system' for people who live alone during Coronavirus Lockdown,https://petition.parliament.uk/petitions/314670,rejected,8
Allow graduate students applying to undergraduate medicine programs tuition loan,https://petition.parliament.uk/petitions/314673,open,46
Improve pay & conditions for NHS workers risking their lives in corona crisis,https://petition.parliament.uk/petitions/314676,rejected,6
Respectfully petition Her Majesty The Queen to award the NHS the George Cross.,https://petition.parliament.uk/petitions/314678,rejected,8
Give University Students the option to end rent contracts early due to Covid-19,https://petition.parliament.uk/petitions/314685,rejected,7
Have an annual National Day of Remembrance for COVID-19 key workers & victims,https://petition.parliament.uk/petitions/314687,rejected,21
Increase student maintenance loans for 2020/2021 due to Covid-19,https://petition.parliament.uk/petitions/314689,open,11
A National Health Service and Res ponders Day,https://petition.parliament.uk/petitions/314690,rejected,13
Request a statement from the Government about Universities and our Examinations,https://petition.parliament.uk/petitions/314691,rejected,6
Award the NHS a George Cross,https://petition.parliament.uk/petitions/314693,rejected,21
Give NHS Nurses the payrise they deserve for their efforts during Coronavirus,https://petition.parliament.uk/petitions/314695,rejected,15
"GUARANTEE COVID-19 TESTING, PPE and PAY KEYWORKERS A 25% BONUS (or tax-free)",https://petition.parliament.uk/petitions/314698,rejected,15
Demand hamzat suit's for frontline workers in every hospital in UK,https://petition.parliament.uk/petitions/314700,rejected,6
Create a special Victory over Corona Day (VC Day) once pandemic is over.,https://petition.parliament.uk/petitions/314706,rejected,14
"During Lockdown, Indemnify desktop mortgage valuations for lenders and surveyors",https://petition.parliament.uk/petitions/314708,rejected,12
Extend proposed Graduate visa route to 2019-20 batch of students due to COVID19,https://petition.parliament.uk/petitions/314710,open,13678
Grant all overseas NHS staff and their family's indefinite leave to remain (ILR),https://petition.parliament.uk/petitions/314711,open,27
NHS Dental nurses to be entitled to an NHS pension,https://petition.parliament.uk/petitions/314712,open,31
Coronavirus: make joggers wear face masks and stop families going out in groups,https://petition.parliament.uk/petitions/314713,rejected,8
Formal recognition for NHS frontline COVID19 workers,https://petition.parliament.uk/petitions/314714,rejected,20
allow prisons to have a video link in place of visitation rights,https://petition.parliament.uk/petitions/314715,rejected,14
British Citizenship for all non British NHS staff working during Covid19 crisis,https://petition.parliament.uk/petitions/314716,rejected,11
An official NHS day.,https://petition.parliament.uk/petitions/314721,rejected,7
Reduce the salary of members of parliament and redirect the money to nhs staff,https://petition.parliament.uk/petitions/314723,rejected,7
Universities to refund/ to not withdraw the tuition fees for this semester.,https://petition.parliament.uk/petitions/314725,rejected,11
"Public Holiday-NHS Thank You Day.
the nearest Monday to the end of the pandemic",https://petition.parliament.uk/petitions/314727,rejected,21
Allow the public to ask questions during daily coronavirus briefings.,https://petition.parliament.uk/petitions/314732,rejected,8
"Give NHS  Royal status. 
Issue commemorative badge for uniform.",https://petition.parliament.uk/petitions/314737,rejected,21
To create a new bank holiday - National Health Service Thanksgiving Day,https://petition.parliament.uk/petitions/314738,rejected,12
Stop parking fees at service stations whilst COVID 19 outbreak is still here,https://petition.parliament.uk/petitions/314745,rejected,21
Grant ILR to NHS staff and dependents being for 1 year in UK or die in pandemic.,https://petition.parliament.uk/petitions/314746,rejected,21
Allow students working in NHS and healthcare roles to apply for FLR visa,https://petition.parliament.uk/petitions/314747,open,24
CALL FOR GOVERNMENT TO REDUCE THE WORK WEEK TO 4 DAYS! SCRAP THE 5 DAY WORK WEEK,https://petition.parliament.uk/petitions/314748,rejected,10
For GCSE and A-Level exams 2020 to be examined a different way,https://petition.parliament.uk/petitions/314754,rejected,6
Petition demanding mandatory Covid19 test and quarantine at all UK airports,https://petition.parliament.uk/petitions/314756,rejected,21
"Grant stay to overstayer,who R living in UK more than10years,not illegal entrant",https://petition.parliament.uk/petitions/314757,rejected,7
Government to fund full burial cost to those who dies from Covid 19,https://petition.parliament.uk/petitions/314759,rejected,7
Make repatriation flights free to UK families,https://petition.parliament.uk/petitions/314763,open,11
Piers Morgan to be knighted for his service during the Covid-19 pandemic.,https://petition.parliament.uk/petitions/314764,rejected,21
Limit political journalists at UK Gov Covid 19 Press Briefings,https://petition.parliament.uk/petitions/314765,open,6
Trafalgar Square to be used for a statue of a group of NHS workers,https://petition.parliament.uk/petitions/314766,rejected,21
Award posthumous gallantry medals to all those who cared for people with COVID19,https://petition.parliament.uk/petitions/314768,rejected,10
Remove Sadiq Khan as London Mayor he has failed us miserably.,https://petition.parliament.uk/petitions/314769,rejected,21
Stop nurses paying an annual registration fee to register to do their job.,https://petition.parliament.uk/petitions/314770,rejected,6
To Give All Social Workers PPE To Support Their Vital Role,https://petition.parliament.uk/petitions/314773,rejected,10
Announce an annual Covid-19 national day of mourning,https://petition.parliament.uk/petitions/314779,rejected,7
Award the George Cross to the NHS,https://petition.parliament.uk/petitions/314781,rejected,7
the government to force all banks to give interest free overdrafts,https://petition.parliament.uk/petitions/314782,rejected,7
Stop Tax Deductions from NHS workers during COVID 19 Pandemic.,https://petition.parliament.uk/petitions/314783,rejected,10
"Stop discharging NHS patients with Covid19 into care homes, Give care Staff PPE",https://petition.parliament.uk/petitions/314789,rejected,12
"Forgive student loan debt for doctors, nurses, and health professionals in UK",https://petition.parliament.uk/petitions/314790,rejected,11
Open Garden Centres during Covid-19,https://petition.parliament.uk/petitions/314795,rejected,18
Design a memorial to Covid19 frontline workers for Trafalgar Square 4th plinth,https://petition.parliament.uk/petitions/314797,rejected,15
Stop/delay Section 24 Mortgage interest relief to help landlords through Covid19,https://petition.parliament.uk/petitions/314798,rejected,11
PROVIDE MONEY TO EACH FAMILY MONTHLY DURING THE CORONA VIRUS PERIOD,https://petition.parliament.uk/petitions/314799,rejected,6
Have a covid 19 public holiday and memorial .,https://petition.parliament.uk/petitions/314800,rejected,7
Relax furlough rules for UK Charities.,https://petition.parliament.uk/petitions/314801,rejected,11
Support Hospices and Wildlife rescue during COVID-19 pandemic,https://petition.parliament.uk/petitions/314802,open,18
"Fund a NHS Workers Railcard, giving all NHS Employees a 30-50% Rail discount",https://petition.parliament.uk/petitions/314803,open,25
TFL to pay bus drivers rostered earnings. Keep bus drivers off the bread line.,https://petition.parliament.uk/petitions/314805,rejected,6
Acknowledge our nhs and emergency services with a medal,https://petition.parliament.uk/petitions/314806,rejected,9
Freeze funding to the World Health Organization amid the coronavirus crisis,https://petition.parliament.uk/petitions/314810,open,194
NHS DAY to celebrate the heroes!,https://petition.parliament.uk/petitions/314811,rejected,8
Grant automatic permanent Settled Status free to ALL deemed to be key workers.,https://petition.parliament.uk/petitions/314813,rejected,8
To not re open schools after the Easter could cause the rate to re rise.,https://petition.parliament.uk/petitions/314815,rejected,6
"Forgive student loans for the doctors, nurses and medical staff",https://petition.parliament.uk/petitions/314817,rejected,21
"Allow puppy, kitten and kit vaccines during COVID19 lockdown",https://petition.parliament.uk/petitions/314822,rejected,14
Level 3 extended diploma - to get grades for universities or grades lowered.,https://petition.parliament.uk/petitions/314824,rejected,6
"Let's turn ""The Clap"" into a real vote of thanks...for the NHS",https://petition.parliament.uk/petitions/314825,rejected,7
Award all frontline NHS staff a Campaign Medal for their work during COVID19,https://petition.parliament.uk/petitions/314827,rejected,6
A Bank Holiday recognising all essential/frontline workers during C-19 Crisis.,https://petition.parliament.uk/petitions/314828,rejected,6
To show the nations thanks to the NHS during the coronavirus outbreak.,https://petition.parliament.uk/petitions/314833,rejected,7
Extend maternity leave with statutory pay.,https://petition.parliament.uk/petitions/314835,rejected,8
NHS Bank Holiday,https://petition.parliament.uk/petitions/314836,rejected,21
"Recognize how vital our NHS staff, Emergency service staff and key workers are.",https://petition.parliament.uk/petitions/314838,rejected,7
Award the George Cross to the entire NHS,https://petition.parliament.uk/petitions/314839,rejected,6
Award a medal to all NHS staff in thanks for their brave and unselfish work,https://petition.parliament.uk/petitions/314842,rejected,7
Award the NHS the George Cross NHS GC,https://petition.parliament.uk/petitions/314843,rejected,19
Schools not to open for all children before isolation is lifted.,https://petition.parliament.uk/petitions/314844,rejected,21
Ban shareholder dividends for companies receiving state help during COVID crisis,https://petition.parliament.uk/petitions/314845,rejected,10
"Change the Law on Rape, so Men can report women for Rape not just Sexual Assualt",https://petition.parliament.uk/petitions/314851,rejected,9
Pay a bonus for NHS staff during Covid-19 and commit to reviewing pay afterwards,https://petition.parliament.uk/petitions/314853,rejected,21
Make unreasonable parent alienation a criminal offence.,https://petition.parliament.uk/petitions/314856,open,17
Stop the payment of final rent instalments for all University accommodation,https://petition.parliament.uk/petitions/314857,rejected,21
"Have an ""NHS Heroes Day"".",https://petition.parliament.uk/petitions/314859,rejected,21
"""Warehouse and premises"" should get government grant too, same as RHLGF",https://petition.parliament.uk/petitions/314861,rejected,7
Offer government support to animal charities at this time of crisis.,https://petition.parliament.uk/petitions/314865,rejected,21
Government to provide adequate economic assistance to landlords during COVID-19,https://petition.parliament.uk/petitions/314867,rejected,21
Award the George Cross to Key workers that die during the Covid-19 crisis,https://petition.parliament.uk/petitions/314869,rejected,10
Give Key workers a tax break!,https://petition.parliament.uk/petitions/314870,rejected,10
create a national days holiday called NHS day.,https://petition.parliament.uk/petitions/314873,rejected,6
Support seafarers who are out of work as a result of the coronavirus pandemic.,https://petition.parliament.uk/petitions/314875,rejected,21
Increase pay for all NHS,https://petition.parliament.uk/petitions/314877,rejected,21
Introduce Stricter Laws to act as a Deterrent to Purposeful Virus Spreaders,https://petition.parliament.uk/petitions/314878,open,24
Stop Multi Million pound companies claiming government funded furlough payments,https://petition.parliament.uk/petitions/314882,open,12
Award all serving frontline NHS staff with a Covid-19 campaign medal.,https://petition.parliament.uk/petitions/314884,rejected,13
Create a national holiday in commemoration of our NHS staff.,https://petition.parliament.uk/petitions/314885,rejected,6
An equivalent of CBILS for the startup/scaleup sector where this is not suited,https://petition.parliament.uk/petitions/314886,rejected,7
Install on the fourth plinth on Trafalgar Square a permanent tribute to the NHS,https://petition.parliament.uk/petitions/314887,rejected,11
Business interruption insurance - UK Gov must force insurance companies to act,https://petition.parliament.uk/petitions/314888,rejected,8
"Wear masks-""My mask protects you, your mask protects me"".",https://petition.parliament.uk/petitions/314890,rejected,11
Facilitate a post-covid concert day in all venues - free for care & NHS workers,https://petition.parliament.uk/petitions/314891,rejected,11
Keep schools closed in line with lockdown measures.,https://petition.parliament.uk/petitions/314894,rejected,7
Suspend benefit cap for workers who are self-isolating or on furlough,https://petition.parliament.uk/petitions/314896,open,8
Alll keyworkers should not pay tax or NI during Covid-19,https://petition.parliament.uk/petitions/314898,rejected,21
At 17 let people get a full motorbike license.,https://petition.parliament.uk/petitions/314900,rejected,6
Include businesses renting serviced offices in the Business Support Grant Fund,https://petition.parliament.uk/petitions/314902,rejected,19
Full UK Lockdown,https://petition.parliament.uk/petitions/314904,rejected,21
Schedule a national day of mourning to reflect the horrific impact of COVID-19,https://petition.parliament.uk/petitions/314905,rejected,7
